model,epoch,bce,condition,architecture
4,12,0.017058037221431732,blocked,Hebbian
4,13,0.016301525756716728,blocked,Hebbian
4,14,0.015783766284585,blocked,Hebbian
4,15,0.01596231386065483,blocked,Hebbian
4,16,0.016788000240921974,blocked,Hebbian
4,17,0.014273774810135365,blocked,Hebbian
4,18,0.0163639597594738,blocked,Hebbian
4,19,0.014244535937905312,blocked,Hebbian
4,20,0.013163517229259014,blocked,Hebbian
4,21,0.012722204439342022,blocked,Hebbian
4,22,0.01196729950606823,blocked,Hebbian
4,23,0.010307547636330128,blocked,Hebbian
4,24,0.010264072567224503,blocked,Hebbian
4,25,0.00962784793227911,blocked,Hebbian
4,26,0.010140958242118359,blocked,Hebbian
4,27,0.00953706819564104,blocked,Hebbian
4,28,0.00895571056753397,blocked,Hebbian
4,29,0.008985297754406929,blocked,Hebbian
4,30,0.008919894695281982,blocked,Hebbian
4,31,0.009389182552695274,blocked,Hebbian
4,32,0.009376679547131062,blocked,Hebbian
4,33,0.008907831273972988,blocked,Hebbian
4,34,0.009158052504062653,blocked,Hebbian
4,35,0.009821498766541481,blocked,Hebbian
4,36,0.010064388625323772,blocked,Hebbian
4,37,0.009705261327326298,blocked,Hebbian
4,38,0.009740849025547504,blocked,Hebbian
4,39,0.010206959210336208,blocked,Hebbian
4,40,0.011034331284463406,blocked,Hebbian
5,0,0.020235449075698853,blocked,Hebbian
5,1,0.01791154406964779,blocked,Hebbian
5,2,0.0190519317984581,blocked,Hebbian
5,3,0.017850900068879128,blocked,Hebbian
5,4,0.017397986724972725,blocked,Hebbian
5,5,0.017686273902654648,blocked,Hebbian
5,6,0.017171325162053108,blocked,Hebbian
5,7,0.017005551606416702,blocked,Hebbian
5,8,0.01682688295841217,blocked,Hebbian
5,9,0.01697422005236149,blocked,Hebbian
5,10,0.01652444154024124,blocked,Hebbian
5,11,0.016673767939209938,blocked,Hebbian
5,12,0.01648620143532753,blocked,Hebbian
5,13,0.01642783358693123,blocked,Hebbian
5,14,0.017166336998343468,blocked,Hebbian
5,15,0.01646551489830017,blocked,Hebbian
5,16,0.015201481059193611,blocked,Hebbian
5,17,0.016298087313771248,blocked,Hebbian
5,18,0.01554351020604372,blocked,Hebbian
5,19,0.01361470203846693,blocked,Hebbian
5,20,0.013650555163621902,blocked,Hebbian
5,21,0.012237362563610077,blocked,Hebbian
5,22,0.012882496230304241,blocked,Hebbian
5,23,0.012945116497576237,blocked,Hebbian
5,24,0.010849586687982082,blocked,Hebbian
5,25,0.010684991255402565,blocked,Hebbian
5,26,0.010256770998239517,blocked,Hebbian
5,27,0.009649286977946758,blocked,Hebbian
5,28,0.0101844547316432,blocked,Hebbian
5,29,0.011780238710343838,blocked,Hebbian
5,30,0.01165726874023676,blocked,Hebbian
5,31,0.009640166535973549,blocked,Hebbian
5,32,0.010660933330655098,blocked,Hebbian
5,33,0.01142097357660532,blocked,Hebbian
5,34,0.012131121940910816,blocked,Hebbian
5,35,0.011858024634420872,blocked,Hebbian
5,36,0.012182148173451424,blocked,Hebbian
5,37,0.012547223828732967,blocked,Hebbian
5,38,0.01006544940173626,blocked,Hebbian
5,39,0.00893977377563715,blocked,Hebbian
5,40,0.00882018357515335,blocked,Hebbian
6,0,0.020946023985743523,blocked,Hebbian
6,1,0.01793568581342697,blocked,Hebbian
6,2,0.017314180731773376,blocked,Hebbian
6,3,0.01725637912750244,blocked,Hebbian
6,4,0.017441071569919586,blocked,Hebbian
6,5,0.01719638518989086,blocked,Hebbian
6,6,0.017534814774990082,blocked,Hebbian
6,7,0.017230095341801643,blocked,Hebbian
6,8,0.016822574660182,blocked,Hebbian
6,9,0.01689412258565426,blocked,Hebbian
6,10,0.016354767605662346,blocked,Hebbian
6,11,0.01606101728975773,blocked,Hebbian
6,12,0.01555544976145029,blocked,Hebbian
6,13,0.015333451330661774,blocked,Hebbian
6,14,0.014888010919094086,blocked,Hebbian
6,15,0.014845527708530426,blocked,Hebbian
6,16,0.015105017460882664,blocked,Hebbian
6,17,0.014545957557857037,blocked,Hebbian
6,18,0.013010624796152115,blocked,Hebbian
6,19,0.01252832356840372,blocked,Hebbian
6,20,0.011884721927344799,blocked,Hebbian
6,21,0.01147663313895464,blocked,Hebbian
6,22,0.010063674300909042,blocked,Hebbian
6,23,0.010541534051299095,blocked,Hebbian
6,24,0.011186511255800724,blocked,Hebbian
6,25,0.009823013097047806,blocked,Hebbian
6,26,0.010564289055764675,blocked,Hebbian
6,27,0.008737383410334587,blocked,Hebbian
6,28,0.009136170148849487,blocked,Hebbian
6,29,0.009294943884015083,blocked,Hebbian
6,30,0.009091036394238472,blocked,Hebbian
6,31,0.008793645538389683,blocked,Hebbian
6,32,0.00932119507342577,blocked,Hebbian
6,33,0.010317286476492882,blocked,Hebbian
6,34,0.010343333706259727,blocked,Hebbian
6,35,0.010696062818169594,blocked,Hebbian
6,36,0.01093419548124075,blocked,Hebbian
6,37,0.009186387062072754,blocked,Hebbian
6,38,0.009453559294342995,blocked,Hebbian
6,39,0.009502358734607697,blocked,Hebbian
6,40,0.00897156447172165,blocked,Hebbian
7,0,0.020713159814476967,blocked,Hebbian
7,1,0.01750858500599861,blocked,Hebbian
7,2,0.01869628019630909,blocked,Hebbian
7,3,0.018412047997117043,blocked,Hebbian
7,4,0.017757181078195572,blocked,Hebbian
7,5,0.018302513286471367,blocked,Hebbian
7,6,0.017555000260472298,blocked,Hebbian
7,7,0.01743442378938198,blocked,Hebbian
7,8,0.016854792833328247,blocked,Hebbian
7,9,0.016757071018218994,blocked,Hebbian
7,10,0.016661668196320534,blocked,Hebbian
7,11,0.016502220183610916,blocked,Hebbian
7,12,0.016751546412706375,blocked,Hebbian
7,13,0.01645824871957302,blocked,Hebbian
7,14,0.016411887481808662,blocked,Hebbian
7,15,0.01682281494140625,blocked,Hebbian
7,16,0.01630936935544014,blocked,Hebbian
7,17,0.0157247893512249,blocked,Hebbian
7,18,0.01578773558139801,blocked,Hebbian
7,19,0.01611061953008175,blocked,Hebbian
7,20,0.01603338122367859,blocked,Hebbian
7,21,0.014595902524888515,blocked,Hebbian
7,22,0.013967029750347137,blocked,Hebbian
7,23,0.01383933238685131,blocked,Hebbian
7,24,0.014157114550471306,blocked,Hebbian
7,25,0.012557785958051682,blocked,Hebbian
7,26,0.012982767075300217,blocked,Hebbian
7,27,0.013554240576922894,blocked,Hebbian
7,28,0.01136239804327488,blocked,Hebbian
7,29,0.01130230724811554,blocked,Hebbian
7,30,0.011506674811244011,blocked,Hebbian
7,31,0.012890555895864964,blocked,Hebbian
7,32,0.010702432133257389,blocked,Hebbian
7,33,0.010349487885832787,blocked,Hebbian
7,34,0.013654900714755058,blocked,Hebbian
7,35,0.010218105278909206,blocked,Hebbian
7,36,0.010645207948982716,blocked,Hebbian
7,37,0.010549671947956085,blocked,Hebbian
7,38,0.009619301185011864,blocked,Hebbian
7,39,0.009199676103889942,blocked,Hebbian
7,40,0.009625501930713654,blocked,Hebbian
8,0,0.04321887716650963,blocked,Hebbian
8,1,0.017494671046733856,blocked,Hebbian
8,2,0.01738225296139717,blocked,Hebbian
8,3,0.016854800283908844,blocked,Hebbian
8,4,0.01671011559665203,blocked,Hebbian
8,5,0.0164715014398098,blocked,Hebbian
8,6,0.01660021021962166,blocked,Hebbian
8,7,0.016376599669456482,blocked,Hebbian
8,8,0.016544243320822716,blocked,Hebbian
8,9,0.01777089200913906,blocked,Hebbian
8,10,0.016465656459331512,blocked,Hebbian
8,11,0.016125543043017387,blocked,Hebbian
8,12,0.01575312577188015,blocked,Hebbian
8,13,0.015704749152064323,blocked,Hebbian
8,14,0.014688310213387012,blocked,Hebbian
8,15,0.01510368101298809,blocked,Hebbian
8,16,0.014529677107930183,blocked,Hebbian
8,17,0.014447673223912716,blocked,Hebbian
8,18,0.015084519051015377,blocked,Hebbian
8,19,0.01642785593867302,blocked,Hebbian
8,20,0.01653294637799263,blocked,Hebbian
8,21,0.016041362658143044,blocked,Hebbian
8,22,0.015615930780768394,blocked,Hebbian
8,23,0.012974634766578674,blocked,Hebbian
8,24,0.013987828977406025,blocked,Hebbian
8,25,0.012474119663238525,blocked,Hebbian
8,26,0.014876318164169788,blocked,Hebbian
8,27,0.011657738126814365,blocked,Hebbian
8,28,0.014015695080161095,blocked,Hebbian
8,29,0.012138288468122482,blocked,Hebbian
8,30,0.01322995126247406,blocked,Hebbian
8,31,0.011173419654369354,blocked,Hebbian
8,32,0.010587166994810104,blocked,Hebbian
8,33,0.012087407521903515,blocked,Hebbian
8,34,0.01254155021160841,blocked,Hebbian
8,35,0.010635573416948318,blocked,Hebbian
8,36,0.011810718104243279,blocked,Hebbian
8,37,0.012747173197567463,blocked,Hebbian
8,38,0.010827694088220596,blocked,Hebbian
8,39,0.009282280690968037,blocked,Hebbian
8,40,0.01360540185123682,blocked,Hebbian
9,0,0.018079008907079697,blocked,Hebbian
9,1,0.01805420033633709,blocked,Hebbian
9,2,0.018366992473602295,blocked,Hebbian
9,3,0.017371531575918198,blocked,Hebbian
9,4,0.019010132178664207,blocked,Hebbian
9,5,0.01796749047935009,blocked,Hebbian
9,6,0.017159340903162956,blocked,Hebbian
9,7,0.016924135386943817,blocked,Hebbian
9,8,0.016788462176918983,blocked,Hebbian
9,9,0.016882946714758873,blocked,Hebbian
9,10,0.016566535457968712,blocked,Hebbian
9,11,0.01627403311431408,blocked,Hebbian
9,12,0.016400577500462532,blocked,Hebbian
9,13,0.016728144139051437,blocked,Hebbian
9,14,0.016229866072535515,blocked,Hebbian
9,15,0.015764964744448662,blocked,Hebbian
9,16,0.015233101323246956,blocked,Hebbian
9,17,0.015476123429834843,blocked,Hebbian
9,18,0.015363757498562336,blocked,Hebbian
9,19,0.014793687500059605,blocked,Hebbian
9,20,0.015224618837237358,blocked,Hebbian
9,21,0.014551851898431778,blocked,Hebbian
9,22,0.014514559879899025,blocked,Hebbian
9,23,0.013789283111691475,blocked,Hebbian
9,24,0.014025663025677204,blocked,Hebbian
9,25,0.012800882570445538,blocked,Hebbian
9,26,0.013198664411902428,blocked,Hebbian
9,27,0.013366269879043102,blocked,Hebbian
9,28,0.010929437354207039,blocked,Hebbian
9,29,0.011985355988144875,blocked,Hebbian
9,30,0.011222944594919682,blocked,Hebbian
9,31,0.012167805805802345,blocked,Hebbian
9,32,0.011229689233005047,blocked,Hebbian
9,33,0.010329042561352253,blocked,Hebbian
9,34,0.0138819245621562,blocked,Hebbian
9,35,0.012197609059512615,blocked,Hebbian
9,36,0.01610899344086647,blocked,Hebbian
9,37,0.014822994358837605,blocked,Hebbian
9,38,0.013024233281612396,blocked,Hebbian
9,39,0.016574634239077568,blocked,Hebbian
9,40,0.016614286229014397,blocked,Hebbian
